,productName,brand,price,fabricType,closureType,countryOfOrigin,describe,productDescription,ratings,rate
60,Dickies Men's Regular Fit Active Waist Work Pants, Dickies,34.99,"65% Polyester, 35% Cotton",Zipper,Honduras,Moisture-wicking—you’ll stay cool and dry,"Step into a durable pair of pants that lets you move with Dickies regular fit active Waist work pants. Made with a regular fit and a straight leg, these twill pants are made of a cotton blend that is more durable that a regular pair of cotton pants. The moisture-wicking technology keeps you cool and dry, while the stain release and wrinkle resistance keeps the pants looking fresh. The active Waist stretches with you so you can move with ease. This pant is topped off with a cell phone pocket for extra utility.",394.0,4.4
61,"Gildan Adult Fleece Open Bottom Sweatpants with Pockets, Style G18300", Gildan,16.99,"50% Cotton, 50% Polyester",Drawstring,Honduras,Classic fit with seamless sides for easier printability,"With slightly tapered legs, a differential rise for a better fit and covered elastic waistband with drawcord, the Gildan Adult Fleece Open Bottom Sweatpants with Pockets is the ultimate loungewear style. Featuring a non-pilling surface that’s great for decorating, it delivers a soft comfort that you're sure to love.",27044.0,4.3
62,Haggar Mens Premium No Iron Khaki Classic Fit Pleat Front Regular and Big & Tall Sizes, Haggar,44.99,"61% Cotton, 37% Polyester, 2% Spandex",Cambodia,Không xác định,"PREMIUM NO IRON KHAKI: Featuring a hidden expandable waistband, pleat front, offseam front pockets, single welt back pockets, blind hem in a pleat front, classic fit silhouette.",Haggar Mens Premium No Iron Khaki Classic Fit Pleat Front Regular and Big & Tall Sizes,9811.0,4.6
63,IZOD Men's Saltwater Stretch Flat Front Straight Fit Chino Pant, IZOD,38.5,"98% Cotton, 2% Spandex",Button,Bangladesh,"CHINO PANTS FOR MEN: Our men’s IZOD pants deliver casual comfort combined with timeless style. These straight-leg Saltwater Stretch men’s chino pants are versatile and perfect for any occasion, from the office to a day of golf to a night out.","The IZOD flat-front saltwater men’s trousers are designed for great looks and comfort, whether they're worn in the boardroom, out for a day of golfing, or on a night out. Our slim-fit chino pant combines a timeless, classic style with versatility to deliver contemporary good looks.Our IZOD chino pants feature a zipper fly, a button closure, and a belt-loop waistband. The 4-pocket construction leaves ample room for your wallet and keys as you head out for a day with friends, and the moderate-rise waist and sleek flat front pair with the slim-fit leg for a seamless design. Available in multiple colors and sizes, these pants offer effortless style that looks great no matter where you wear them. They are made from 98% cotton and 2% spandex with the perfect amount of stretch for all-day comfort. These pants are machine washable on a gentle setting with mild detergent.IZOD is a clothing line that is synonymous with quality. We make clothing for men with the highest-quality materials and expert stitching that will stand up to work and play. Our pants, shirts, activewear, and more combine the best of contemporary fashion, comfort, and versatility.",2202.0,4.5
64,Van Heusen Men's Stain Shield Stretch Slim Fit Flat Front Dress Pant, Van Heusen,29.99,"92% Polyester, 8% Elastane",Zipper,Kenya,"With a non-iron finish, this style will always look its best",Van Heusen Mens Stain Shield Stretch Slim Fit Flat Front Dress Pant,1236.0,4.6
65,Haggar Men's Premium No Iron Khaki Straight Fit Flat Front Casual Pant, Haggar,39.95,"61% Cotton, 37% Polyester, 2% Spandex",Button,Bangladesh,"PREMIUM NO IRON KHAKI: Featuring a flex waistband, flat front, offseam front pockets, single welt back pockets, blind hem in a straight fit silhouette.","The Premium No Iron Khaki looks as great as it feels. Stretchable cotton-blend fabric, hidden expandable waistband and permanent crease will keep you looking sharp and comfortable. If you like our Work to Weekend khaki, you'll love this slightly dressier lighter-weight option. Looking great never felt so good.",5659.0,4.5
66,"Perry Ellis Portfolio Modern Fit Twill Men's Dress Pants, Flat Front, Stretch Fabric, Soft and Durable, Straight Leg", Perry Ellis,29.99,100% Polyester,Zipper,Kenya,"MODERN FIT: These dress pants for men feature a fit that is straight through the leg with a regular bottom opening, which creates a modern silhouette, making these pants a sleek and stylish complement to your formal outfits.","Step into modern style and comfort with these Perry Ellis Portfolio flat-front dress pants for men. Featuring a straight fit through the leg and a regular bottom opening, they create a sleek silhouette that effortlessly complements your formal outfits. With added stretch, these pants provide easy movement and a comfortable fit that adapts to your body's contours, allowing you to tackle your everyday activities without restrictions. Crafted from lightweight twill fabrication, they offer durability and resistance while ensuring a comfortable feel. Complete with belt loops, a zipper closure, and four pockets, these trousers seamlessly blend style and functionality. Plus, they're easy to care for, making them an essential addition to your wardrobe. Pair them with your favorite button-down shirt for a polished look.",43.0,4.5
67,Haggar Men's Premium Comfort Classic Fit Flat Front Hidden Comfort Waistband Pant (Regular and Big & Tall Sizes), Haggar,31.99,"78% Polyester, 22% Polyester",Hook and Bar,Bangladesh,"FEATURES: The flat front classic fit pant features a hook and bar closure, off seam front pockets, double welt button through back pocket and a blind hem.",HAGGAR mens Premium Comfort Dress Subtle Plaid Pant,4973.0,4.5
68,Propper Men's Lightweight Tactical Pant, Propper,44.99,65% polyester / 35% cotton with Teflon fabric protector,Belt,China,"OUR BEST SELLING PANT: The Lightweight Tactical Pant is our bestselling pant for a reason; Made of a DWR coated breathable cotton ripstop and polyester blend, it won’t weigh you down and is essential for an active lifestyle","Perform with efficiency in the most demanding situations. The Propper Men’s Tactical Pant features a low-profile design made of lightweight, breathable ripstop fabric, coated in DuPont Teflon fabric protector to repel stains and liquids. With nine pockets, an action-stretch waistband, extra-large belt loops, you can carry your gear in comfort. The seat and knees are reinforced for extra durability, while still allowing the addition of knee pads. Belt is not included.",33.0,3.9
69,LEE Men's Total Freedom Stretch Relaxed Fit Flat Front Pant, Lee,35.13,"73% Cotton, 25% Polyester, 2% Spandex",Zipper,Mexico,RELAXED FIT. These mid-rise pants feature a relaxed fit through the seat and thigh with a tapered leg. These flat front pants offer a timeless look perfect for any occasion.,LEE Men's Total Freedom Relaxed Fit Stretch Flat Front Pant.,12611.0,4.5
70,Wrangler Authentics Men's Fleece Lined Cargo Pant, Wrangler Authentics,28.94,100% Cotton,Zipper,Bangladesh,"RELAXED FIT. These cargo pants sit at the natural waist. Designed with a relaxed fit through the seat and thigh, these cargos will keep you comfortable during any task.","The Wrangler Authentics collection delivers laid-back style for the man on the go. Performance-level comfort is built into our classic button-downs and blue jeans for an outfit that feels as good as it looks. Wrangler Authentics jeans are constructed with 5-pocket styling, made from heavyweight 100% cotton denim and feature a comfortable waist with deep front pockets. Available with Advanced Comfort technology that helps your jeans move with you for all day comfort. Pair with your favorite Wrangler Authentics shirt for a night out or casual weekend.",15869.0,4.6
71,Amazon Essentials Men's Slim-Fit Wrinkle-Resistant Flat-Front Chino Pant, Amazon Essentials,22.6,"60% Cotton, 40% Polyester",Zipper,Bangladesh,SLIM FIT: Fitted through hip and thigh with tapered leg. Sits below the waist.,"An Amazon brand - This slim-fit chino pant features wrinkle-free fabric, a flat-front design, and button-through back welt pockets for a tailored look and all-day comfort",40050.0,4.2
72,Dickies Men's Relaxed Straight-fit Cargo Work Pant, Dickies,34.57,100% Polyester,Hook and Eye,Honduras,Classic work wear: these wrinkle & fade resistant cotton/polyester twill blend pants feature cargo pockets on both legs & a straight leg fit that sits slightly below the waist with extra room through the seat and thigh,8.5 ounce twill cargo pant sits slightly below the waist with extra room through the seat and thigh,16116.0,4.4
73,Wrangler Men's Pleated Front Casual Pants, Wrangler,36.99,"98% Cotton, 2% Spandex",Zipper,Mexico,Stretch twill,Không có,2054.0,4.5
74,IZOD Men's Big and Tall Performance Stretch Flat Front Pant, IZOD,43.99,"58% Cotton, 40% Polyester, 2% Spandex",Zipper,Bangladesh,Sport Flex Stretch technology moves with your body for maximum flexibility,"From outdoor ballgames to brunch, wear-all-day comfort with Sport Flex stretch for maximum ease and movement. Whether for work or play, action or relaxation, these pants for men perform.",1092.0,4.3
75,Haggar Men's Iron Free Premium Khaki Straight Fit Flat Front Flex Waistband Casual Pant, Haggar,31.99,"61% Cotton, 37% Polyester, 2% Elastane",Button,Bangladesh,"FEATURES: The Iron Free Premium Pant features a 5-pocket design, scoop front pockets and patch back pockets. The flat front, straight fit silhouette offers a premium flex waistband to provide the ultimate comfort.",Không có,3511.0,4.5
76,Under Armour Men's Brow Tine ColdGear Infrared Pants, Under Armour,91.04,100% Knit,Pull On,Vietnam,UA Storm technology repels water without sacrificing breathability,"UA Storm technology repels water without sacrificing breathability. Durable, quiet, textured outer fabric with warm fleece interior lining. ColdGear® Infrared technology uses a soft, thermo-conductive coating to absorb & retain your body heat. Stretch-engineered waistband with higher back rise for added coverage & security. Articulated moto knees provide unprecedented mobility & no-lift-fit",73.0,4.9
77,IZOD Men's American Chino Flat Front Straight Fit Pant, IZOD,31.75,100% Cotton,Zipper,Bangladesh,"CHINO PANTS FOR MEN: These classic IZOD pants for men deliver casual comfort combined with timeless style. Our straight-fit flat-front chinos are versatile and perfect for any occasion, from a day in the office to a day of golf to a night out.","The IZOD American chino trousers are designed for great looks and comfort, whether they're worn in the boardroom, out for a day of golfing, or on a night out. Our straight-fit chino pant combines timeless, classic style with versatility. These men's dress pants deliver all-day comfort and contemporary good looks.Our IZOD chino pants feature a zipper fly, a button closure, and a belt-loop waistband. The 4-pocket construction leaves ample room for your wallet and keys as you head out for a day with friends, and the moderate-rise waist and sleek flat front pair with the straight-legged style for a seamless design. Available in multiple colors and sizes, these pants offer effortless style that looks great no matter where you wear them. Made from wrinkle-free 100% cotton with superior breathability, these dress pants for men are machine washable on a gentle setting with mild detergent.IZOD is a clothing line that is synonymous with quality. We make clothing for men with the highest-quality materials and expert stitching that will stand up to work and play. Our pants, shirts, activewear, and more combine the best of contemporary fashion, comfort, and versatility.",15741.0,4.4
78,Lee Men's Flat Front Relaxed Straight Pant, Lee,33.2,"97% Cotton, 3% Spandex",Zipper,Bangladesh,RELAXED FIT. Take your everyday look to legendary status with these classic flat-front pants that feature a relaxed fit and straight leg so you can still be comfortable without sacrificing the style you love.,"Lee is an iconic American denim and casual apparel brand that's been making legendary product for legendary people since 1889. With over 125 years of purposeful design and craftsmanship, we know a thing or two about style. Fueled by our core values of authenticity, integrity, and drive, we create products our customers love, time and time again. From uniquely styled jeans, pants, and shorts to on-trend shirts and jackets, our movement-inspired innovations, versatile styling, and superior fit have inspired generations.",400.0,4.4
79,"Perry Ellis Men's Portfolio Performance Dress Pant, Modern Fit, Non-Iron, Flat Front Stretch (Waist Size 30-42)", Perry Ellis,39.99,100% Polyester,Zipper,Vietnam,"NON-IRON: These men's dress pants are non-iron, so they stay smooth day to night. They're an excellent choice for business travelers as they don't need to be ironed after packing or flying. Look effortlessly stylish and wrinkle-free!","Introducing the perfect blend of style and practicality - these dress pants for men are a must-have in your wardrobe! Crafted with precision, the lightweight and breathable 100% polyester fabric ensures year-round comfort like no other. Experience the joy of staying dry and cool throughout the day with the built-in moisture-wicking technology that efficiently moves perspiration away from your body. No more worrying about wrinkles either, as these pants are non-iron, effortlessly maintaining their smooth and polished appearance throughout the day. With added stretch for a comfortable fit, these men's flat-front pants are ready to accompany you wherever your day takes you.",7309.0,4.5
